sentence,label
Aber nur 3 Demonstrationen waren erlaubt: Weil die Veranstalter vorher bei der Polizei Bescheid gesagt haben.,1
Das bedeutet: Diese 21 Personen haben keinen Zutritt mehr zum Hauptbahnhof in Leipzig.,0
Neben dem Mausoleum erstreckt sich ein großer Park.,0
Die Buchstaben heißen zum Beispiel: Der Buchstabe G : Sie sind geh-behindert.,1
"Die Tendenz ist evident auf einem ansteigenden Niveau. Über diese Angelegenheit wird auch im MDR-Sender SACHSEN-ANHALT in einer Erörterung berichtet: ""Das Radio wie wir | 05"".",0
Produkte von Tieren sind zum Beispiel: Eier oder Milch.,1
An dem Tag will die mut-maßliche Terror-Gruppe Gebiete in Ost-Deutschland über-fallen.,1
Im Stadt-Museum von der Stadt Gera gibt es eine Ausstellung von Olivia Vieweg.,1
Die Kinder-Tages-Einrichtung setzt Kosten aus.,0
"Aber weniger Menschen, die Beiträge einzahlen.",1
"Hier können Sie diese Nachricht auch in anspruchsvollerer Sprache studieren. Im ländlichen Gemeindesitz Großröhrsdorf, befindlich im sächsischen Landkreis Bautzen, ist ein Verbrechen aufgetreten.",0
"Der Name ""Wearables"" leitet sich von dem englischen Wort für ""Tragbare"" ab.",0
Ehrenamtliche Helferinnen und Helfer können aber auch andere Sachen machen.,1
"Wenn ein Unfall bei der Tätigkeit im Unternehmen oder am Schulort eintritt, unterstützt die Unfallversicherung.",0
Welche Art von Parasiten sind Kopfläuse?,0
Die neuesten Nachrichten von dieser Woche Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR SACHSEN - Das Sachsenradio | Nachrichten | 23.,1
Zum Beispiel: Für die Mitarbeiter in den Krankenhäusern.,1
Oder mit dem Tablet.,1
Damit die Mitarbeiter vom Gefängnis nicht merken: Dass sie bei der Polizei arbeitet.,1
Also an die Vertretung im Ausland des Landes.,0
"Das bedeutet: Wenn sie kaputte Elektrogeräte repariert haben, erhalten sie Geld.",0
Diese Sehzellen registrieren auch Konturen und unterstützen die Ausrichtung in Finsternis.,0
Dann kann fÃ¼r Sie jemand anderes mit uns sprechen.,1
Deshalb befindet sich Michael Kretschmer derzeit in Quarantäne.,0
Das waren bedauerliche und ernsthafte Vergehen.,0
Diese Überprüfung ist von besonderer Bedeutung.,0
Dann werden nicht mehr so viel ICE -Züge in der Stadt Riesa anhalten.,1
Das Fachwort für Kurzsichtigkeit ist: Myopie.,1
Dann können Sie durch regelmäßigen Körperersatz Ihr Körpergewicht effektiv regulieren.,0
2021 13:44 Uhr 01:16 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Am Donnerstag wollen die Parteien im Landtag Reiner Haseloff zum Minister-Präsidenten wählen.,1
"Überdenken Sie sorgfältig, welche Informationen Sie anderen gegenüber offenbaren möchten.",0
Sie haben einen rechtfertigenden Grund dazu.,0
Die Krankheit wird allgemein als COVID-19 bezeichnet.,0
Wie melde ich einen Neben-Wohnsitz an?,1
Das Buch heißt: Kaffee-Mann und Nasch-Madame.,1
GroßeVeranstaltungen mit vielen Menschen dürfen nicht mehr gemacht werden.,1
Sie können aber gerne auch einen Termin bei uns ausmachen: Wenn Sie Fragen haben zum Antrag.,1
Durch das Rauchen kann der Schleim in der Lunge nicht mehr richtig abtransportiert werden.,1
Dann heilt sie oft von selbst.,1
Dann sollen die LKWs über diese Autobahn-Anschlüsse fahren: • Leipzig-Südost • und Leipzig-Südwest.,1
Oder Sie erfahren von starken Schmerzen?,0
Sie sitzen links neben der Person?,1
Und die Gebärmutter-Schleimhaut wird dicker.,1
Es gibt Aufzüge für Rollstuhl-Fahrer und Rollstuhl-Fahrerinnen.,1
(…) Beratung und Unterstützung erhielten die Fachausschussmitglieder durch Sachkundige verschiedener Kreise.,1
Dann sollten Sie das Medikament nicht länger als drei Tage einnehmen.,1
"Deshalb ist das Budget für die Mietkosten von entscheidender Bedeutung, wenn Experten recherchieren möchten: Welche Zahl der bedürftigen Bevölkerungsgruppe in Deutschland anzusiedeln ist.",0
Die betroffene Person muss umgehend in das Krankenhaus eingeliefert werden.,0
Und eine gutartige Prostata-Vergrößerung ist nicht gefährlich.,1
Betroffene Personen haben längere Zeit keinen Alkohol getrunken?,1
Traubensilberkerze kann das Risiko für Leberschäden erhöhen.,1
Was können Sie gegen eine Divertikulitis tun?,1
Bei der Logopädie machen die betroffenen Personen Übungen zum Sprechen.,1
Das ist eine Gruppe von Menschen.,1
Der Arzt spricht mit Ihnen über die Risiken einer Operation.,1
Dann reicht eine Vollmacht nicht aus.,1
Martin Luther war ein Reformator .,1
Wichtige Hinweis: Lesen Sie unsere Öffnungshinweise - im Internet können Sie unser Kontaktformular einsetzen.,0
Mehr Informationen über Bluthochdruck finden Sie hier .,1
Die App kann den genauen Zeitrahmen lediglich abschätzen.,0
"Fahrzeugbesitzer oder -besitzerin ist die Person, auf die das Fahrzeug zugelassen ist.",0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Der Bundestag hat Olaf Scholz zum Bundeskanzler gewählt.,1
"Der Name ""Wearables"" kommt vom englischen Wort für ""tragbar"".",1
"Manche Betrüger tun auch so: Als ob sie Ärzte sind. → Einige Täuscher geben sich auch aus, als seien sie Ärzte.",0
Welche Lösungen gibt es?,1
"Der Oberbürgermeister von Leipzig erörtert in einem neuen Abschnitt die Demonstrationskundgebung. Hauptinhalt: Stand, 20.",0
Das bedeutet: Die Arbeitgeber und die Gewerkschaft haben sich auf eine Vereinbarung geeinigt.,0
Ohne eine ausführliche Überprüfung ist Machine Learning (ML) ohne jeglichen Wert.,0
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR FERNSEHEN | MDR SACHSENSPIEGEL | 16.,1
"Aber Ihr Wunsch-Termin ist erst sicher, wenn Sie sich im Standes-Amt anmelden.",1
Im Ort Rodewisch im Vogtlandregion.,0
Was sind Wechselwirkungen?,1
Katja Meier ist die Justiz-Ministerin von dem Bundes-Land Sachsen.,1
Ein Kenn-Zeichen ist ein Schild mit Zahlen und Buchstaben .,1
Ab dem Jahr 2026 soll das anders werden.,1
"Der MDR DE Service informiert über die Barrierefreiheit. Im neuesten Abschnitt des Bereichs berichtet ein Elefant aus dem Bergzoo Halle über einen Vorfall, bei dem er zwei Autos beschädigt hat. Stand: 07.",0
Eine Erkältung beginnt oft langsam.,1
Deshalb sind die Wild-Katzen geschützt .,1
Sie vermuten: Mein Risiko für einen Prostatakrebsausschluss ist erhöht.,0
• Und sie bekommen oft keine gesunden Babys.,1
"Eine zu hohe Mengenzufuhr kann tatsächlich zu Verdauungsbeschwerden wie Blähungen, Darmgeräuschen oder einer vergrößerten abdominalen Symmetrie führen.",0
Dann ist ein Arztbesuch immer notwendig.,1
124 Menschen müssen auf der Intensiv-Station behandelt werden.,1
"Diese neuen Corona-Regeln finden Anwendung auf Kulturausrichtungen und Gastronomie. Wenn Menschen zu Kulturausritten oder in Gaststätten möchten gehen, dann sind sie verpflichtet, sich an die 2-G-Regel zu halten.",0
Darin finden sich die Sehnen unter Schutz.,0
Mit diesen gespeicherten Daten können Sie sich im Internet ausweisen.,1
Das Aloin kann Beschwerden im Magen und im Darm lindern.,1
Das Haupt-Zollamt hat die Zuständigkeit für die Fahrzeugsteuer.,0
Die Meldebescheinigung erhalten Sie von der Einwohnermeldestelle in Ihrer Wohnungsgemeinde.,0
"Deshalb sollten Personen der Polizei Mitteilung machen, wenn sie Erkenntnisse über den Vorfall haben.",0
Wer sollten medizinische Fachkräfte nicht oder nur unter enger ärztlicher Überwachung anwenden.,0
"Wenn die 2-G-Regel an einem Ort implementiert wird, so bestehen dort keine Abständsregeln mehr.",0
Dann sollten Sie bei der Messung des Blutdrucks lieber auf ein standardspezifisches Gerät zurückgreifen.,0
Finden Sie zusammen mit Ihrem Arzt heraus: Welche Lebensmittel reizen meinen Darm?,1
"Alltags-Sprache Über uns Beratung und Förderung Wohnen Freizeit und Kunst Treffpunkt Leichte Sprache Spenden, Helfen, Mitmachen Kontakt Inhalt Impressum Schriftgröße: Familien unterstützender Dienst Wir sind der Familien unterstützende Dienst.",1
"Neuer Abschnitt im MDR Fernsehen wird am Mittwoch, den 29. Oktober, ausgestrahlt.",0
"Dies stellt eine grob ungehörige Handlung dar, die geeignet ist, die Allgemeinheit zu belästigen oder zu gefährden und die öffentliche Ordnung zu beeinträchtigen.",1
So können die Menschen durch ein solches Konzept besser informiert werden.,0
"Sie möchten sich impfen lassen, um sich vor dem neuen Coronavirus zu schützen?",0
• Und eine Dauer-Karte für beide Sport-Veranstaltungen.,1
Die Schüler-Belehrung ist für Kölner Schulen.,1
So nennt man die Art und Weise wie damals gebaut wurde.,1
Der Arzt oder die Ärztin kann nicht auf ein leeres Papier schreiben.,1
"Sie soll erzählen, wie die Frau der Terror-Gruppe geholfen hat.",1
"Was ist, wenn wir keine deutsche Staats- Angehörigkeit haben?",1
Die Flohsamen-Schalen sind aufgequollen?,1
So kannst du jeden Zahn lange genug putzen.,1
Deshalb betreiben die Forscher Forschungen.,0
Du können Ihre eigenen Wünsche selbst ablegen.,0
Aus den Knoten kann Flüssigkeit austreten.,1
Bei einer primären Varikose werden Krampfadern durch verschiedene Ursachen ausgelöst wie zum Beispiel: Veranlagung .,1
In den kommenden Abschnitten werden weitere Informationen über die Coronavirus-Testmethoden bereitgestellt.,0
Auch bei Halsschmerzen sollten Sie Ihre Stimme schonen.,1
Es gibt dann zum Beispiel Kontakt-Beschränkungen .,1
Diese Personen bekommen häufiger Gallensteine als andere Menschen.,1
"Wenn Sie Ihren Termin vorgemerkt haben, bekommen Sie von uns eine E-Mail .",1
Aber Sachsen plant den Wandel.,0
Dann sollten Sie folgende Dinge tun: Sichern Sie als erstes die Unfallstelle.,1
"Wir prÃ¼fen beim Standes-Amt, ob Ihr Kind Deutsch werden kann.",1
"Überlegen Sie sich gut, welche Daten Sie von sich mit anderen teilen möchten.",1
"(Note: I've followed the guidelines and transformed the simple sentence into a more natural, idiomatic German sentence. The meaning and facts remain unchanged.)",0
Und Steve Ittershagen.,0
"Alternativweise können Sie diese Linien auch nutzen: Omnibus-Netz 151, 152, 154, 160, 161, 162, 165, 166, 185 und 188.",0
Die Haut an der Brust ist durch eine leicht verminderte Empfindlichkeit und die Bildung von Schuppen charakterisiert.,0
"Nachdem diese Überprüfung erforderlich sein könnte, soll in einigen Wochen eine erneute Prüfung durchgeführt werden, ob solche Maßnahmen notwendig sind.",0
Die Wirkung wird meistens nach einigen Tagen oder Wochen wahrgenommen.,0
"Aber die Sicherheit Ihres Wunschtermins wird erst dann bestätigt, wenn Sie sich am Standesamt registrieren.",0
Und sie müssen wieder gesund sein.,1
Dann beachten Sie den Beipackzettel.,1
Aber kein Kandidat hat genug Stimmen bekommen.,1
Denn es gibt nur sehr wenige Akten .,1
"Was benötigen Sie, um eine Nebenwohnung in Köln zu registrieren?",0
"Oktober 2021, 14:39 Uhr Im Laufe der letzten Wochen ist ein bemerkenswert hoher Anstieg von COVID-19-Fällen in Deutschland aufgetreten.",0
Eukalyptus-Öl kann den Nasenkanal austrocknen.,0
Dafür bekommen sie kein Geld.,1
Die Erreger können etwa mittels Husten oder Niesen kontagioniert werden.,0
Das gilt auch für die verschiedenen Geschlechter.,1
Bis zum Ende vom Jahr soll die Steuer klein bleiben.,1
Sie glauben: Ich habe eine Warze?,1
Sie besteht aus verschiedenen Teilen.,1
Entzündliche Krankheiten Experimente zeigen: Das Curcumin in der Kurkuma wirkt gegen Entzündungen.,1
Und auch die Erde ist dann erheblich feucht: Wenn es stark regnet oder schneit.,0
"Infos zu diesem Zweck können unter dem Titel ""Trau-Termin online vormerken"" abgerufen werden.",0
"Denn wenn ein Mensch eine Waffe haben will, muss er zuverlässig sein.",1
Das ist ein bedeutendes Symphonieorchester.,0
Bestimmte ätherische Öle können bei Kindern zum Atemstillstand führen.,1
Das kann zu einer Fettleber führen.,1
So konsumieren Sie die Tablette in einer Lage.,0
"(Länge: ±10%, Wörter: -12%)",0
Dort werden sich inzwischen diverse Personen darum bemühen.,0
Oder ist ein Wohnheim das Richtige für Sie?,1
"Dort kommen Erkrankte, die Alkoholsüchtigen andere Menschen begegnen.",0
Hinweis: Sie liegen vor dem Fiebermessen auf einem Ohr?,1
Neuer Abschnitt Nachrichten-Audio MDR im Fernsehen Freitag den 10. Dezember.,0
"An diesem Tag hat sich das Recht geÃ¤ndert, das dies regelt.",1
"Damit wir wissen, ob Sie diese Kosten übernehmen können.",1
"Müttern und Vätern, wenn sie aufgrund von Erziehungsverpflichtungen ihre Arbeit nicht ausüben können, erstattet der Staat für drei Jahre die Rentenversicherungskosten.",0
"Achtung: Wenn Ihr Kind in Köln geboren wurde, schickt uns das Standes-Amt die Geburts-Urkunde direkt zu.",1
Jordi Boto ist der Vorsitzende der European Floorball Federation (EFW).,0
Viele Menschen mögen den Trabant heute noch.,1
Das Auto wird als Trabant bezeichnet.,0
Der Arzt nennt den Kropf: Struma.,1
Aber weil es einem Mangel an Ärzten entspricht: Müssen die Leistungen der Kinderklinik dennoch wie geplant aufgegeben werden.,0
Blut kann koagulieren.,0
• Und die nicht richtig schreiben können.,1
Die betroffene Person befindet sich in einem ungünstigen Gesundheitszustand.,0
"Dezember 2021, 14:20 Uhr IDT Biologika vertreten ein Unternehmen, das vakzinehaltige Substanzen produziert.",0
Bloß ein paar Kilos zu viel oder schon fettleibig?,1
Anna sollte sich umgehend bei der ärztlichen Notaufnahme melden.,0
Der Deutsche Lehrer-Verband ist gegen die Demos in der Unterrichts-Zeit Stefan Düll ist der Chef vom Deutschen Lehrer-Verband .,1
Und wer kann mir helfen?,1
"Laternenfest lockt mit Umzügen, Musik, Kultur und Mitmachaktionen Zehntausende Besucher.",1
2025 12:55 Uhr 01:29 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Die Brücke ist auf der Bundes-Straße B-172.,1
"Wenn Sie in Deutschland geheiratet haben, wird das Standesamt in dem Ort, an dem Sie geheiratet haben, das Eheregister betreuen.",0
In dem Schreiben haben die Menschen ihre Wünsche niedergeschrieben.,0
"Erzieherinnen, die mit Kindern mit Behinderung arbeiten.",1
Nur dann sind wir gleichberechtigte Partner.,1
In der Corona-Krise haben sehr viele Menschen verschiedene Sachen im Internet bestellt .,1
"Das bedeutet, dass es gÃ¼ltig ist.",1
Und dieser Park gehörte auch zum Zoologischen Garten Dessau.,0
Seit einem gewissen Zeitraum kämpft das Unternehmen Heiterblick mit erheblichen finanziellen Herausforderungen.,0
Anna fehlt am heutigen Tag aufgrund ihrer Krankheit.,0
Sind Sie besorgt über Ihre Kopfschmerzen?,0
Die Hautstelle empfindet sich rau und kalt.,0
"Jagdschein / Falknerjagdschein Jägerprüfung Jugendfischereischein Alle Ergebnisse zu ""J"" Kennzeichnung von Tieren Kontoauskünfte Alle Ergebnisse zu ""K"" Lastschrifteinzug - SEPA-Lastschriftverfahren Alle Ergebnisse zu ""L"" Leider sind keine Daten vorhanden.",1
Durch den Stau kann die Farbe des weißen Teils in den Augen leicht gelblich aufgehellt werden.,0
Material-Archiv Kontakt Benutzer-Hinweise Impressum Datenschutz,1
Das Ordnungs-Amt muss darauf auf-passen: Dass die Menschen sich an die 2-G-Regel halten.,1
So können die Menschen schnell eine Diagnose bekommen.,1
Aber es gibt noch keine gute Regel für die Arbeit von Menschen mit seelischer Erkrankung.,1
Das ist die Abkürzung für: • Ge-impft • oder genesen .,1
"Eine Muskelverletzung kann durch unauffällige Symptome wie Schmerzen, Schwere oder Unfähigkeit zu bewegen gekennzeichnet sein. Häufig tritt eine Verletzung bei plötzlichen Bewegungen oder Stößen auf. Wenn Sie ungewöhnliche Schmerzen oder Benommenheit feststellen, sollten Sie umgehend medizinische Hilfe in Anspruch nehmen.",0
Einen theoretischen Teil.,1
Auch eine geringe Konzentration Alkohols kann auf den Organismus einwirken: Alkohol ist im Grunde giftig für die Zellstruktur.,0
"Aber ein solches Vorgehen ist nur erfolgreich, wenn alle 16 Bundesländer sich angesichts gemeinsamer Ziele solidarisch verhalten.",0
Das Formular für die Vollmacht kann elektronisch am Computer vervollständigt werden.,0
Sie mÃ¼ssen manchmal fÃ¼r das Aufbewahren im Fund-BÃ¼ro bezahlen.,1
Und die Außentemperatur soll sich zudem kühl gestalten.,0
Er stammt aus Georgien.,0
Jetzt sollen die Sperren auch beim Weihnachts-Markt benutzt werden.,1
Substitution of addiction to alcohol is often referred to as Alkoholsucht.,0
Matthias Maurer verzichtet auf die genuine Sonnenwaage aus Nebra.,0
Es sollen sich aber nicht noch mehr Menschen anstecken.,1
Die Kunden wollen das Produkt kaufen.,1
Es heißt: Sankt Elisabeth und Sankt Barbara.,1
"Das durften sie jedoch nicht durchführen, da dies den Coronavirus-Verordnungen widerspricht.",0
Mit steigendem Alter nimmt das Brustkrebs-Risiko zu.,1
MDR.DE Service Barrierefreiheit Nachrichten in simpler Formularsprache Ein Toter durch Explosion im Saale-Holzland-Kreis. Neuer Abschnitt Hauptinhalt Stand: 03.,0
Das ist auch gut für unsere Demokratie.,1
Dann werden Herz-Kreislauf-Erkrankungen möglicherweise frühzeitig detektiert.,0
"Unsere neutral platzierte Plattform ermöglicht kleinen Turnier-Organisatoren, ihre Esports-Statistiken auszutauschen und zu monetarisieren. Außerdem plant das Unternehmen, weitere Unternehmen zu unterstützen.",0
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR KULTUR - Das Radio | 10.,1
Die Polizei hat gesagt: Bei dem Auto sind viele Sachen kaputt-gegangen.,1
Eine Brust verändert ihre Form und ihre Größe.,1
Sprechen Sie vor der Benutzung mit Ihrem Arzt oder Apotheker.,1
Oder wie viele Menschen im Kranken-Haus behandelt werden müssen.,1
Ein persönliches Gespräch ist von entscheidender Bedeutung.,0
Der Deutsche Fußballbund (DFB) hat mittlerweile Untersuchungen aufgenommen.,0
Denn sehr viele Menschen stecken sich mit dem Corona-Virus an.,1
"Die Menschen betrachten ""Awesome"" zweifelsfrei als außergewöhnlich.",0
